Site	truth	ReDD
chr1-70439796	0.04	0.0
chr1-70439797	0.09	0.0
chr1-70439800	0.08	0.05263157894736842
chr1-70439826	0.31	0.9473684210526315
chr1-70439832	0.29	0.05263157894736842
chr1-70439843	0.01	0.0
chr1-70439859	0.03	0.0
chr1-70439888	0.01	0.0
chr1-70439897	0.01	0.21052631578947367
chr1-70439912	0.02	0.10526315789473684
chr1-70440284	0.09	0.625
chr1-70440330	0.01	0.125
chr1-70440360	0.01	0.0
chr1-70444679	0.02	0.0
chr1-70444693	0.05	0.15384615384615385
chr1-70444707	0.03	0.38461538461538464
chr1-70444719	0.02	0.0
chr1-70444757	0.02	0.23076923076923078
chr1-70444769	0.01	0.0
chr1-70444777	0.12	0.07142857142857142
chr1-70444971	0.24	0.8125
chr1-70445010	0.12	0.0625
chr1-70445027	0.02	0.3125
chr1-70445039	0.28	0.625
chr1-70445051	0.13	0.0625
chr1-70445082	0.11	0.0625
chr1-70445090	0.04	0.1875
chr1-70445093	0.07	0.875
chr1-70445119	0.06	0.125
chr1-70445153	0.04	0.13333333333333333
chr1-70445172	0.06	0.0625
chr1-70445184	0.01	0.29411764705882354
chr1-74766259	0.23	0.047619047619047616
chr1-85653536	0.01	0.030303030303030304
chr1-85653636	0.01	0.125
chr1-86746800	0.01	0.22727272727272727
chr1-92022519	0.33	0.16666666666666666
chr1-92022521	0.48	0.5
chr1-92022531	0.4	0.5
chr1-92022543	0.13	0.5
chr1-99975018	0.05	0.0
chr1-100194400	0.04	0.125
chr1-100194416	0.07	0.42857142857142855
chr1-100194429	0.1	0.0
chr1-100194435	0.02	0.0
chr1-100194476	0.02	1.0
chr1-100194562	0.02	0.0
chr1-100194573	0.02	0.25
chr1-100194728	0.02	0.0
chr1-100195805	0.03	0.0
chr1-100195829	0.01	1.0
chr1-100292367	0.02	0.38461538461538464
chr1-101075597	0.17	0.3333333333333333
chr1-101075607	0.13	0.0
chr1-101075614	0.12	0.0
chr1-101075616	0.28	0.0
chr1-108932029	0.01	0.0
chr1-108932107	0.01	0.6666666666666666
chr1-108932152	0.04	0.0
chr1-108932158	0.13	0.4
chr1-109063135	0.14	0.19047619047619047
chr1-109063139	0.12	0.0
chr1-109063171	0.28	0.75
chr1-109063174	0.22	0.0
chr1-109063538	0.01	0.0
chr1-109063539	0.05	0.0
chr1-109063547	0.02	0.0
chr1-109063550	0.17	0.0
chr1-109063551	0.09	0.0
chr1-109063553	0.01	0.09090909090909091
chr1-109063557	0.05	0.0
chr1-109063570	0.14	0.18181818181818182
chr1-109063574	0.04	0.09090909090909091
chr1-109063580	0.02	0.5454545454545454
chr1-109063598	0.07	0.0
chr1-109063606	0.04	0.9
chr1-109063609	0.1	0.0
chr1-109063610	0.11	0.0
chr1-109063611	0.03	0.0
chr1-109063612	0.04	0.0
chr1-109063617	0.09	0.0
chr1-109063619	0.02	0.0
chr1-109063620	0.02	0.0
chr1-109063637	0.01	0.0
chr1-109063645	0.03	0.75
chr1-109063646	0.01	0.5
chr1-109063669	0.03	0.125
chr1-109063709	0.01	0.14285714285714285
chr1-109063723	0.08	0.14285714285714285
chr1-109216715	0.01	0.2
chr1-109216721	0.01	0.0
chr1-109216823	0.01	0.0
chr1-109216870	0.01	0.0
chr1-109221101	0.04	0.2
chr1-109221112	0.07	0.0
chr1-109221130	0.05	0.3333333333333333
chr1-109221147	0.01	0.0
chr1-112969562	0.02	0.2
chr1-112969572	0.02	0.0
chr1-112969573	0.07	0.0
chr1-112969578	0.01	0.0
chr1-112969582	0.24	0.2
chr1-112969589	0.01	0.0
chr1-112969602	0.01	0.0
chr1-112969613	0.04	0.2
chr1-112969674	0.04	0.0
chr1-112972582	0.02	0.0
chr1-112972600	0.05	0.6
chr1-112972601	0.08	0.4
chr1-112972622	0.02	0.0
chr1-112972647	0.02	0.2
chr1-112972655	0.05	0.2
chr1-112972657	0.05	0.2
chr1-112972658	0.02	0.2
chr1-112972675	0.11	0.0
chr1-112972678	0.06	0.0
chr1-112972686	0.1	0.2
chr1-112972692	0.03	0.0
chr1-112972697	0.02	0.2
chr1-112972750	0.02	0.4
chr1-112972758	0.03	0.0
chr1-112972782	0.11	0.6
chr1-112972785	0.03	0.0
chr1-112973350	0.03	0.0
chr1-112973485	0.02	0.0
chr1-112973513	0.02	0.3333333333333333
chr1-112973539	0.03	0.6666666666666666
chr1-112973540	0.07	0.8333333333333334
chr1-112973580	0.05	0.0
chr1-112973909	0.02	0.14285714285714285
chr1-112973959	0.05	0.0
chr1-112974007	0.03	0.0
chr1-112974060	0.11	0.0
chr1-112974073	0.01	0.42857142857142855
chr1-112974147	0.06	0.5714285714285714
chr1-112974167	0.02	0.0
chr1-112974182	0.02	0.14285714285714285
chr1-112974249	0.03	0.0
chr1-112974254	0.05	0.2857142857142857
chr1-113124899	0.06	0.875
chr1-113124920	0.03	0.0
chr1-113125045	0.04	0.14285714285714285
chr1-113125081	0.03	0.0
chr1-113125086	0.06	0.0
chr1-114770356	0.01	0.2608695652173913
chr1-119150871	0.03	0.2
chr1-119150872	0.18	0.6
chr1-119150889	0.07	0.0
chr1-119150897	0.04	0.0
chr1-119150898	0.04	0.0
chr1-119150901	0.02	0.8
chr1-119150958	0.2	0.0
chr1-119150965	0.12	0.6
chr1-119150996	0.13	0.16666666666666666
chr1-119151006	0.13	0.16666666666666666
chr1-119151038	0.16	0.0
chr1-119151055	0.27	0.0
chr1-119151069	0.13	0.16666666666666666
chr1-119151101	0.17	0.0
chr1-119178826	0.14	0.0
chr1-144422217	0.61	0.05555555555555555
chr1-144422221	0.26	0.0
chr1-145290501	0.37	0.16666666666666666
chr1-145290502	0.11	0.0
chr1-145842832	0.04	0.0
chr1-145842834	0.08	0.0
chr1-145842836	0.2	0.0
chr1-145842871	0.04	0.0
chr1-145842890	0.05	0.0
chr1-145921967	0.03	0.30357142857142855
chr1-145921978	0.27	0.03636363636363636
chr1-145921979	0.25	0.05454545454545454
chr1-145921980	0.15	0.05454545454545454
chr1-145921994	0.17	0.16071428571428573
chr1-145921998	0.26	0.5740740740740741
chr1-145922002	0.05	0.4107142857142857
chr1-145922056	0.06	0.037037037037037035
chr1-145922058	0.12	0.8148148148148148
chr1-145922061	0.14	0.3333333333333333
chr1-145922067	0.05	0.018518518518518517
chr1-145922075	0.45	0.14814814814814814
chr1-145922076	0.37	0.35185185185185186
chr1-145922084	0.01	0.18518518518518517
chr1-145922102	0.03	0.25925925925925924
chr1-145922137	0.18	0.18518518518518517
chr1-145922142	0.6	0.6481481481481481
chr1-145922155	0.02	0.0
chr1-145922167	0.21	0.2222222222222222
chr1-145922951	0.02	0.0
chr1-145922969	0.02	0.15384615384615385
chr1-145922994	0.01	0.0
chr1-145922998	0.03	0.0
chr1-145923018	0.46	0.2608695652173913
chr1-145923019	0.18	0.08695652173913043
chr1-145923033	0.09	0.5
chr1-145923037	0.04	0.0
chr1-145923068	0.1	0.72
chr1-145923078	0.74	0.28
chr1-145923094	0.74	0.4166666666666667
chr1-145923097	0.02	0.0
chr1-145923098	0.03	0.041666666666666664
chr1-145923099	0.06	0.0
chr1-145923100	0.06	0.0
chr1-145923104	0.18	0.0
chr1-145923108	0.09	0.08695652173913043
chr1-145923109	0.07	0.041666666666666664
chr1-145923110	0.02	0.0
chr1-145923124	0.11	0.125
chr1-145923130	0.07	0.041666666666666664
chr1-145923132	0.01	0.0
chr1-145923134	0.08	0.041666666666666664
chr1-145923155	0.01	0.041666666666666664
chr1-145923158	0.02	0.08333333333333333
chr1-145923163	0.55	0.375
chr1-145923166	0.03	0.5416666666666666
chr1-145923202	0.01	0.5
chr1-145925484	0.01	0.3
chr1-145925494	0.02	0.0
chr1-145925497	0.01	0.0
chr1-145925523	0.16	0.23333333333333334
chr1-145925524	0.05	0.03333333333333333
chr1-145925544	0.02	0.16666666666666666
chr1-146060077	0.15	0.2
chr1-146060479	0.9	1.0
chr1-146060515	0.28	0.42857142857142855
chr1-146060620	0.19	0.0
chr1-146065307	0.27	0.0
chr1-148102644	0.19	0.0
chr1-149054631	0.45	0.0
chr1-149054632	0.13	0.0
chr1-149054720	0.26	0.4
chr1-149054790	0.11	0.0
chr1-149054842	0.34	0.0
chr1-149054864	0.1	0.0
chr1-149555673	0.16	0.375
chr1-149555762	0.15	0.0
chr1-150308577	0.07	0.42857142857142855
chr1-150308583	0.1	0.2857142857142857
chr1-150308645	0.31	0.42857142857142855
chr1-150308646	0.16	0.42857142857142855
chr1-150308654	0.03	0.14285714285714285
chr1-150308655	0.02	0.14285714285714285
chr1-150308656	0.08	0.14285714285714285
chr1-150308661	0.03	0.42857142857142855
chr1-150308671	0.02	0.0
chr1-150308715	0.08	0.5714285714285714
chr1-150308716	0.44	0.42857142857142855
chr1-150308721	0.08	0.375
chr1-150308756	0.41	0.1111111111111111
chr1-150308757	0.12	0.1111111111111111
chr1-150308768	0.09	0.0
chr1-150308791	0.04	0.0
chr1-150308807	0.02	0.1111111111111111
chr1-150309136	0.32	0.42857142857142855
chr1-150309231	0.17	0.0
chr1-150309258	0.04	0.0
chr1-150309259	0.11	0.0
chr1-150309289	0.03	0.2857142857142857
chr1-150309382	0.05	0.14285714285714285
chr1-150309441	0.22	0.5714285714285714
chr1-150309507	0.79	1.0
chr1-150309511	0.03	0.0
chr1-150309561	0.06	0.2857142857142857
chr1-150309562	0.26	0.3333333333333333
chr1-150610334	0.06	0.0
chr1-150610359	0.05	0.0
chr1-150610399	0.05	0.16666666666666666
chr1-150610439	0.13	0.6666666666666666
chr1-150610440	0.09	0.5
chr1-150610549	0.08	0.16666666666666666
chr1-150610575	0.1	0.8
chr1-150610731	0.15	0.2
chr1-150610736	0.04	0.0
chr1-150610753	0.04	0.0
chr1-150610798	0.04	0.0
chr1-150610802	0.09	0.4
chr1-150610817	0.04	0.0
chr1-150610848	0.14	0.0
chr1-150610891	0.03	0.2
chr1-150611065	0.29	0.4
chr1-150611072	0.15	0.8
chr1-150611076	0.03	0.4
chr1-150611117	0.08	0.2
chr1-150611118	0.04	0.4
chr1-150611144	0.07	0.0
chr1-150611153	0.09	0.0
chr1-150611157	0.08	0.0
chr1-150611158	0.1	0.0
chr1-150611159	0.19	0.2
chr1-150611173	0.04	0.0
chr1-150611199	0.08	0.0
chr1-150611207	0.07	0.4
chr1-150611217	0.05	0.2
chr1-150647252	0.01	0.03571428571428571
chr1-151874460	0.02	0.0
chr1-151874471	0.04	0.0
chr1-151874486	0.01	0.17647058823529413
chr1-151874499	0.07	0.6470588235294118
chr1-151874503	0.04	0.0
chr1-151874535	0.07	0.17647058823529413
chr1-151874542	0.01	0.0
chr1-151874594	0.01	0.0
chr1-151874631	0.04	0.058823529411764705
chr1-151874634	0.06	0.4117647058823529
chr1-151874654	0.01	0.23529411764705882
chr1-154212132	0.04	0.5454545454545454
chr1-154980815	0.04	0.0
chr1-155138591	0.01	0.12698412698412698
chr1-155138677	0.01	0.609375
chr1-155138704	0.01	0.671875
chr1-155738852	0.03	0.22580645161290322
chr1-155751290	0.03	0.3333333333333333
chr1-155751307	0.22	0.16666666666666666
chr1-155751317	0.32	0.0
chr1-155751344	0.2	0.0
chr1-155751345	0.16	0.0
chr1-155751360	0.11	0.8333333333333334
chr1-155751370	0.04	0.5
chr1-155751381	0.07	0.16666666666666666
chr1-155751384	0.12	0.16666666666666666
chr1-155751387	0.04	0.0
chr1-155751390	0.04	0.0
chr1-155751391	0.1	0.0
chr1-155751399	0.11	0.3333333333333333
chr1-155751407	0.72	0.0
chr1-155751464	0.33	0.16666666666666666
chr1-155751469	0.09	0.5
chr1-155751470	0.18	0.3333333333333333
chr1-155751499	0.13	0.0
chr1-156722364	0.01	0.0
chr1-156722395	0.01	0.21428571428571427
chr1-156722405	0.01	0.8571428571428571
chr1-156722431	0.01	0.5813953488372093
chr1-156722471	0.01	0.023255813953488372
chr1-156722495	0.02	0.175
chr1-156722697	0.02	0.1282051282051282
chr1-156722729	0.01	0.7435897435897436
chr1-156722742	0.02	0.275
chr1-156722743	0.02	0.425
chr1-156722826	0.01	0.02702702702702703
chr1-156722834	0.01	0.0
chr1-156722839	0.01	0.2702702702702703
chr1-160288978	0.05	0.0
chr1-160289592	0.01	0.0
chr1-160289651	0.01	0.03048780487804878
chr1-160996561	0.21	0.16666666666666666
chr1-160996562	0.23	0.36363636363636365
chr1-160996583	0.03	0.15384615384615385
chr1-160996628	0.04	0.15384615384615385
chr1-160998026	0.28	0.5
chr1-160998027	0.03	0.5
chr1-160998049	0.04	0.125
chr1-160998053	0.04	0.875
chr1-160998057	0.04	0.25
chr1-160998058	0.05	0.25
chr1-160998061	0.03	0.125
chr1-160998064	0.1	0.0
chr1-160998065	0.1	0.0
chr1-160998066	0.19	0.0
chr1-160998067	0.57	0.5
chr1-160998070	0.05	0.0
chr1-160998100	0.42	0.125
chr1-160998101	0.35	0.0
chr1-160998106	0.12	0.125
chr1-160998109	0.34	0.375
chr1-160998148	0.06	0.75
chr1-161124840	0.07	0.4
chr1-161124914	0.07	0.1
chr1-161124989	0.09	0.7
chr1-161125011	0.18	0.5454545454545454
chr1-168251192	0.02	0.8
chr1-168251224	0.03	0.0
chr1-168251225	0.04	0.0
chr1-168251228	0.03	0.0
chr1-168251236	0.04	0.0
chr1-168251237	0.2	0.0
chr1-168251241	0.05	1.0
chr1-168251260	0.02	0.0
chr1-168251265	0.03	0.2
chr1-168251299	0.02	0.0
chr1-169393870	0.3	0.8333333333333334
chr1-173799897	0.02	0.0
chr1-173799956	0.02	0.0
chr1-173800079	0.01	0.3333333333333333
chr1-173800133	0.01	0.2222222222222222
chr1-173858603	0.03	0.2
chr1-173858609	0.1	0.6
chr1-173858610	0.1	0.8
chr1-173858655	0.02	0.4
chr1-173858683	0.24	0.6
chr1-173858689	0.04	0.0
chr1-173858698	0.07	0.0
chr1-173858705	0.02	0.2
chr1-173858712	0.06	0.0
chr1-173858713	0.02	0.0
chr1-173858716	0.06	0.6
chr1-173858724	0.05	0.0
chr1-173858742	0.57	0.2
chr1-173858743	0.25	0.2
chr1-173858783	0.05	0.0
chr1-173858784	0.07	0.0
chr1-173858808	0.03	0.0
chr1-173858812	0.03	0.8
chr1-173858813	0.22	0.0
chr1-173858826	0.29	0.0
chr1-173858850	0.04	0.0
chr1-173859475	0.25	0.4
chr1-173859482	0.04	0.2
chr1-173859501	0.37	0.4
chr1-173859506	0.06	0.2
chr1-173859526	0.19	0.0
chr1-173859531	0.1	0.0
chr1-173859653	0.04	0.0
chr1-173859664	0.07	0.0
chr1-173859668	0.14	0.14285714285714285
chr1-173859676	0.21	0.8571428571428571
chr1-173859700	0.02	0.0
chr1-173859709	0.06	0.0
chr1-173859719	0.12	0.0
chr1-173859744	0.19	0.2222222222222222
chr1-173859762	0.08	0.1111111111111111
chr1-173859774	0.2	0.2222222222222222
chr1-173859784	0.09	0.1111111111111111
chr1-173859786	0.03	0.0
chr1-173859802	0.2	0.125
chr1-173859810	0.05	0.0
chr1-173859811	0.02	0.0
chr1-173859825	0.67	0.375
chr1-173859830	0.06	0.0
chr1-173859835	0.15	0.0
chr1-173859845	0.03	0.1111111111111111
chr1-173859865	0.08	0.0
chr1-173859866	0.02	0.3333333333333333
chr1-173859879	0.05	0.1111111111111111
chr1-173859897	0.36	0.6666666666666666
chr1-173859907	0.04	0.0
chr1-173859919	0.01	0.1111111111111111
chr1-173864028	0.01	0.11751662971175167
chr1-173864077	0.01	0.21621621621621623
chr1-179074944	0.02	0.3125
chr1-179074970	0.1	0.0
chr1-179074975	0.27	0.125
chr1-179075034	0.05	0.0
chr1-179075039	0.02	0.0
chr1-179075040	0.16	0.0
chr1-179075045	0.74	0.25
chr1-179075046	0.21	0.0
chr1-179075053	0.02	0.0
chr1-179075061	0.16	0.0
chr1-179075094	0.03	0.0
chr1-179075104	0.04	0.0
chr1-179075107	0.43	0.29411764705882354
chr1-179075112	0.03	0.17647058823529413
chr1-179075113	0.03	0.11764705882352941
chr1-179075133	0.04	0.058823529411764705
chr1-179075137	0.04	0.058823529411764705
chr1-179075144	0.06	0.10526315789473684
chr1-179101511	0.07	0.38461538461538464
chr1-179101512	0.03	0.6153846153846154
chr1-179101574	0.01	0.7692307692307693
chr1-179101660	0.03	0.0
chr1-179101662	0.02	0.0
chr1-179102108	0.02	0.2
chr1-179355642	0.02	0.16666666666666666
chr1-179357876	0.17	0.0
chr1-179357916	0.06	0.0
chr1-179919099	0.02	0.0
chr1-179919102	0.03	0.125
chr1-179919117	0.03	0.3333333333333333
chr1-179919153	0.06	0.32
chr1-179919184	0.02	0.0
chr1-179919185	0.04	0.04
chr1-179919208	0.03	0.56
chr1-193089909	0.01	0.0
chr1-193090072	0.01	0.7142857142857143
chr1-193092773	0.12	0.2
chr1-193092790	0.07	0.2
chr1-201877236	0.02	0.0
chr1-201877245	0.01	0.5555555555555556
chr1-201877291	0.15	0.1111111111111111
chr1-201877325	0.01	0.0
chr1-201877340	0.01	0.0
chr1-201877343	0.01	0.0
chr1-201877355	0.13	0.1111111111111111
chr1-201877363	0.01	0.0
chr1-201877382	0.01	0.5555555555555556
chr1-201877397	0.01	0.0
chr1-201877662	0.05	0.0
chr1-201877707	0.07	0.125
chr1-201877709	0.02	0.125
chr1-201877714	0.18	0.375
chr1-201877738	0.02	0.625
chr1-201877762	0.04	0.0
chr1-201877764	0.01	0.0
chr1-201877765	0.01	0.0
chr1-201877766	0.01	0.0
chr1-201877777	0.05	0.6666666666666666
chr1-201877781	0.01	0.0
chr1-201877803	0.04	0.1111111111111111
chr1-201877804	0.03	0.1111111111111111
chr1-201877809	0.03	0.0
chr1-201877813	0.09	0.0
chr1-201877826	0.01	0.0
chr1-201877830	0.01	0.6666666666666666
chr1-201877856	0.01	0.5555555555555556
chr1-201877868	0.01	0.7777777777777778
chr1-201879777	0.04	0.1111111111111111
chr1-201879815	0.03	0.0
chr1-201879829	0.04	0.0
chr1-201879918	0.01	0.5
chr1-201879919	0.01	0.3
chr1-201879924	0.01	0.0
chr1-201879928	0.02	0.1
chr1-201882170	0.08	0.16666666666666666
chr1-201882176	0.01	0.4444444444444444
chr1-201882177	0.01	0.5
chr1-201882182	0.01	0.05555555555555555
chr1-201882285	0.02	0.05555555555555555
chr1-201882309	0.06	0.9473684210526315
chr1-201882311	0.01	0.2631578947368421
chr1-201882312	0.02	0.3684210526315789
chr1-201882317	0.05	0.10526315789473684
chr1-201882321	0.13	0.05263157894736842
chr1-201882325	0.17	0.10526315789473684
chr1-201882334	0.01	0.0
chr1-201882335	0.17	0.0
chr1-201882338	0.01	0.05263157894736842
chr1-205087334	0.01	0.375
chr1-205768596	0.03	0.08333333333333333
chr1-205768678	0.05	0.2
chr1-205768814	0.02	0.2222222222222222
chr1-205769435	0.02	0.0
chr1-205769561	0.02	0.0
chr1-205769593	0.01	0.5714285714285714
chr1-211941486	0.03	0.34782608695652173
chr1-211941490	0.02	0.022222222222222223
chr1-211941496	0.1	0.7333333333333333
chr1-211941522	0.01	0.3409090909090909
chr1-211941540	0.03	0.022222222222222223
chr1-211941554	0.02	0.0
chr1-211941555	0.01	0.0
chr1-212815649	0.01	0.0
chr1-212815690	0.01	0.0
chr1-212993062	0.01	0.07142857142857142
chr1-212993187	0.01	0.25
chr1-220057919	0.06	0.08064516129032258
chr1-220057934	0.15	0.14516129032258066
chr1-220057988	0.76	0.9206349206349206
chr1-220058005	0.12	0.016129032258064516
chr1-220058028	0.03	0.1
chr1-220058029	0.04	0.18333333333333332
chr1-220058064	0.03	0.8833333333333333
chr1-220058076	0.01	0.2
chr1-220058114	0.03	0.03333333333333333
chr1-220058119	0.07	0.11666666666666667
chr1-220058129	0.02	0.03333333333333333
chr1-220058604	0.07	0.2
chr1-220058617	0.77	0.7857142857142857
chr1-220058621	0.22	0.13333333333333333
chr1-220058622	0.02	0.0
chr1-220058629	0.09	0.0
chr1-220058637	0.01	0.0
chr1-220058640	0.13	0.0
chr1-220058646	0.08	0.0
chr1-220058655	0.05	0.0
chr1-220058660	0.01	0.0
chr1-220058696	0.01	0.08333333333333333
chr1-220058711	0.01	0.08333333333333333
chr1-220058756	0.01	0.09090909090909091
chr1-220058775	0.01	0.09090909090909091
chr1-220058793	0.02	0.0
chr1-220058796	0.15	0.0
chr1-220058801	0.2	0.8181818181818182
chr1-220058802	0.24	0.7272727272727273
chr1-224009409	0.01	0.07142857142857142
chr1-224192834	0.01	0.11555555555555555
chr1-224192844	0.01	0.18025751072961374
chr1-224192867	0.01	0.10683760683760683
chr1-224192868	0.01	0.6452991452991453
chr1-225786910	0.01	0.0390625
chr1-225786917	0.01	0.0625
chr1-225786942	0.04	0.13953488372093023
chr1-225786972	0.1	0.03125
chr1-225786982	0.01	0.008264462809917356
chr1-225788209	0.02	0.1875
chr1-225788234	0.05	0.0
chr1-225788235	0.06	0.0
chr1-225788236	0.04	0.0
chr1-225788237	0.07	0.0
chr1-225788239	0.17	0.0
chr1-225788244	0.17	0.0625
chr1-225788245	0.09	0.0
chr1-225788248	0.25	0.29411764705882354
chr1-225788274	0.36	0.9411764705882353
chr1-225788284	0.15	0.11764705882352941
chr1-225788288	0.27	0.4117647058823529
chr1-225788308	0.1	0.0
chr1-225788331	0.1	0.11764705882352941
chr1-225788491	0.63	0.6521739130434783
chr1-225788516	0.03	0.4782608695652174
chr1-225788542	0.15	0.043478260869565216
chr1-225788545	0.15	0.8695652173913043
chr1-225788555	0.16	0.30434782608695654
chr1-225788557	0.17	0.043478260869565216
chr1-225788563	0.16	0.047619047619047616
chr1-225788568	0.02	0.043478260869565216
chr1-225788577	0.03	0.4782608695652174
chr1-225788596	0.03	0.13043478260869565
chr1-225788618	0.06	0.52
chr1-225983676	0.02	0.35
chr1-225983677	0.01	0.35
chr1-225983699	0.1	0.09523809523809523
chr1-225984002	0.01	0.0
chr1-225984164	0.02	0.5714285714285714
chr1-231335100	0.06	0.3333333333333333
chr1-231335112	0.01	0.0
chr1-231335116	0.04	0.0
chr1-231335125	0.02	0.0
chr1-231335128	0.02	0.0
chr1-231335145	0.01	0.0
chr1-231335158	0.01	0.16666666666666666
chr1-231335183	0.07	0.0
chr1-231335194	0.03	0.0
chr1-231335195	0.03	0.0
chr1-231335202	0.05	0.0
chr1-231335226	0.02	0.2
chr1-231565577	0.01	0.24193548387096775
chr1-231565585	0.01	0.09523809523809523
chr1-231565593	0.01	0.03125
chr1-231565603	0.02	0.5384615384615384
chr1-231565730	0.01	0.0
chr1-231565734	0.01	0.014084507042253521
chr1-231565736	0.01	0.0
chr1-231565738	0.01	0.014285714285714285
chr1-235343300	0.02	0.6538461538461539
chr1-235343440	0.03	0.07692307692307693
chr1-235343471	0.02	0.037037037037037035
chr1-235343476	0.05	0.6666666666666666
chr1-235447966	0.01	0.05555555555555555
chr1-236537084	0.04	0.0
chr1-236537145	0.5	0.6
chr1-236537149	0.32	0.0
chr1-236537282	0.08	0.0
chr1-236542270	0.05	0.16666666666666666
chr1-236542277	0.02	0.0
chr1-236542397	0.02	0.16666666666666666
chr1-236898539	0.01	0.26666666666666666
chr1-236898604	0.01	0.2
chr1-244844525	0.01	0.09090909090909091
chr1-244844709	0.01	0.5
chr1-247298394	0.02	0.38461538461538464
chr1-247298403	0.02	0.07692307692307693
chr10-1018171	0.05	0.75
chr10-12120973	0.03	0.07692307692307693
chr10-12121010	0.02	0.26666666666666666
chr10-12121024	0.02	0.0
chr10-12121033	0.23	0.26666666666666666
chr10-12121042	0.03	0.06666666666666667
chr10-12121093	0.02	0.26666666666666666
chr10-12121100	0.04	0.5333333333333333
chr10-12121127	0.2	0.4666666666666667
chr10-12121132	0.02	0.0
chr10-12121169	0.02	0.125
chr10-12121175	0.13	0.0625
chr10-12121177	0.09	0.125
chr10-12121208	0.05	0.0
chr10-12121573	0.01	0.1111111111111111
chr10-12121574	0.04	0.1111111111111111
chr10-12121639	0.03	0.3333333333333333
chr10-12121649	0.04	0.0
chr10-12121681	0.02	0.0
chr10-12121688	0.04	0.2222222222222222
chr10-12121692	0.05	0.6666666666666666
chr10-12121755	0.01	0.0
chr10-12122432	0.02	0.0
chr10-12122436	0.08	0.23529411764705882
chr10-12122441	0.04	0.058823529411764705
chr10-12122442	0.03	0.16666666666666666
chr10-12122497	0.03	0.6666666666666666
chr10-12122538	0.03	0.05555555555555555
chr10-12122605	0.02	0.0
chr10-15075708	0.08	0.0
chr10-15075717	0.24	0.0
chr10-15075729	0.34	0.375
chr10-15075794	0.39	0.5714285714285714
chr10-15075852	0.17	0.2857142857142857
chr10-15075862	0.13	0.8571428571428571
chr10-15075874	0.27	0.0
chr10-15075891	0.16	0.42857142857142855
chr10-15075892	0.07	0.14285714285714285
chr10-15075930	0.1	0.5714285714285714
chr10-15102306	0.03	0.0
chr10-15108283	0.06	0.1111111111111111
chr10-15108284	0.07	0.1111111111111111
chr10-15108363	0.05	0.0
chr10-15108366	0.13	0.625
chr10-15108457	0.08	0.75
chr10-15108458	0.05	0.75
chr10-16437386	0.46	0.7222222222222222
chr10-16437413	0.12	0.05555555555555555
chr10-16437425	0.03	0.05555555555555555
chr10-16437433	0.05	0.16666666666666666
chr10-16437438	0.16	0.0
chr10-16437439	0.1	0.1111111111111111
chr10-16437477	0.05	0.3888888888888889
chr10-27110964	0.02	0.75
chr10-27110968	0.02	0.0
chr10-27111153	0.02	0.024390243902439025
chr10-27111196	0.01	0.1590909090909091
chr10-27111226	0.01	0.0
chr10-27111282	0.01	0.6590909090909091
chr10-27111397	0.01	0.07317073170731707
chr10-27111466	0.01	0.47368421052631576
chr10-49973402	0.02	0.2
chr10-49973404	0.12	0.0
chr10-49973421	0.11	0.2
chr10-49973447	0.03	0.2
chr10-49973474	0.07	0.2
chr10-49973494	0.18	0.0
chr10-49973570	0.03	0.0
chr10-49973592	0.03	0.16666666666666666
chr10-49973602	0.07	0.0
chr10-49973871	0.07	0.25
chr10-49973902	0.05	0.0
chr10-49973905	0.03	0.0
chr10-49973928	0.03	0.0
chr10-49973941	0.06	0.2222222222222222
chr10-49973982	0.04	0.1111111111111111
